"YEAR" "DAY_MONTH" "TIME24HR" "VESSEL" "CRUISE" "HAUL" "HAULJOIN" "SPECIES_CODE" "WEIGHT" "NUMBER_FISH" "SUBSAMPLE" "DURATION" "DISTANCE_FISHED" "NET_WIDTH" "STATIONID" "STRATUM" "START_LATITUDE" "END_LATITUDE" "START_LONGITUDE" "END_LONGITUDE" "BOTTOM_DEPTH" "SURFACE_TEMPERATURE" "GEAR_TEMPERATURE" "MONTH" "DAY" "doy" "CPUE_NOHA" "id_length" "dist"
"1127" 2016 "25/07" "16:09" 162 201601 193 -15802 21740 1601.274 2498 2 0.506 2.752 17.565 "I-26" 61 57.68061 57.65667 -173.39047 -173.3787 146 11.7 4.2 7 25 206 516.76828259157 121464 0
"1128" 2016 "25/07" "13:31" 162 201601 192 -15801 21740 132.341 207 2 0.499 2.741 17.298 "J-26" 61 58.01171 57.98721 -173.498 -173.49249 118 11.6 4.4 7 25 206 43.6581588936795 121431 0
"1129" 2016 "25/07" "10:59" 162 201601 191 -15800 21740 15.26 36 1 0.504 2.759 17.468 "K-26" 61 58.3296 58.31833 -173.59309 -173.55123 116 11.3 4.1 7 25 206 7.46977666114761 121409 0
"1130" 2016 "25/07" "07:58" 162 201601 190 -15799 21740 263.031 298 2 0.497 2.717 17.385 "K-27" 61 58.34951 58.32509 -174.31535 -174.31296 169 11.1 3.9 7 25 206 63.0887511592293 121387 0
"1131" 2016 "25/07" "16:49" 94 201601 188 -15798 21740 674.746 942 1 0.518 2.91 16.948 "J-25" 61 57.99337 57.99655 -172.84183 -172.89056 109 12.2 4 7 25 206 191.002678903815 114481 0
"1132" 2016 "25/07" "13:59" 94 201601 187 -15797 21740 299.64 504 2 0.519 2.858 16.862 "J-24" 61 58.0161 57.9906 -172.24178 -172.24819 105 12.1 3.9 7 25 206 104.582550036318 114438 0
"1133" 2016 "25/07" "10:26" 94 201601 186 -15796 21740 762.492 1016 2 0.526 2.9 17.287 "K-24" 61 58.33543 58.33567 -172.32363 -172.27426 103 11.9 3.4 7 25 206 202.663751712967 114393 0
"1134" 2016 "25/07" "07:45" 94 201601 185 -15795 21740 963.728 1457 2 0.534 2.951 16.671 "K-25" 61 58.33465 58.33637 -172.95965 -172.90951 109 11.6 3.6 7 25 206 296.161561193005 114342 0
"1135" 2016 "24/07" "16:11" 162 201601 189 -15794 21740 205.52 225 1 0.509 2.802 18.052 "L-27" 61 58.68041 58.65639 -174.28511 -174.27044 157 11.3 3.8 7 24 205 44.4824871854851 121357 0
"1136" 2016 "24/07" "13:29" 162 201601 188 -15793 21740 74.65 83 1 0.489 2.752 17.619 "L-28" 61 58.68632 58.68732 -174.94156 -174.89426 194 10.9 3.7 7 24 205 17.1178181059823 121334 0
"1137" 2016 "24/07" "10:31" 162 201601 187 -15792 21740 327.7 412 1 0.498 2.716 17.617 "L-29" 61 58.66517 58.66509 -175.57682 -175.53015 136 10.7 2.8 7 24 205 86.1064126455042 121294 0
"1138" 2016 "24/07" "07:52" 162 201601 186 -15791 21740 16.82 70 1 0.486 2.664 17.776 "L-30" 61 58.66342 58.66638 -176.23912 -176.19369 141 10.5 3.2 7 24 205 14.7818835937648 121268 0
"1139" 2016 "24/07" "15:42" 94 201601 184 -15790 21740 597.553 762 2 0.532 2.979 17.627 "L-25" 61 58.66291 58.66328 -172.97646 -173.02764 112 11.8 3.3 7 24 205 145.112914129547 114305 0
"1140" 2016 "24/07" "12:58" 94 201601 183 -15789 21740 618.051 864 2 0.518 2.828 17.086 "L-24" 61 58.68175 58.66126 -172.35251 -172.38135 102 11.9 3.1 7 24 205 178.810877860415 114261 0
"1141" 2016 "24/07" "10:06" 94 201601 182 -15788 21740 579.11 826 1 0.527 2.939 16.938 "M-24" 41 59.00314 59.00129 -172.45766 -172.40678 98 11.2 1.9 7 24 205 165.927485831781 114211 0
"1142" 2016 "24/07" "07:27" 94 201601 181 -15787 21740 694.125 931 2 0.518 2.829 17.145 "M-25" 61 59.00309 58.99442 -173.08627 -173.0401 107 11.8 3 7 24 205 191.946078614805 114169 0
"1143" 2016 "23/07" "17:48" 162 201601 185 -15786 21740 3.7 28 1 0.493 2.754 18.261 "L-31" 61 58.66628 58.66225 -176.87926 -176.83256 137 10.6 3.4 7 23 204 5.56761939372045 121255 0
"1144" 2016 "23/07" "10:59" 162 201601 183 -15784 21740 709.6 715 1 0.504 2.735 18.213 "M-31" 61 58.99989 59.0022 -176.89021 -176.93746 137 10.7 3.2 7 23 204 143.538110020656 121217 0
"1145" 2016 "23/07" "07:54" 162 201601 182 -15783 21740 3392.061 4607 2 0.511 2.796 18.296 "M-30" 61 58.99818 59.00141 -176.27945 -176.32758 135 10.7 2.7 7 23 204 900.585382453414 121176 0
"1146" 2016 "23/07" "15:27" 94 201601 180 -15782 21740 701.67 1168 1 0.519 2.873 16.946 "N-24" 43 59.33034 59.32863 -172.51668 -172.46645 87 11.5 1.9 7 23 204 239.905395114943 114119 0
"1147" 2016 "23/07" "12:44" 94 201601 179 -15781 21740 547.13 850 1 0.526 2.972 17.235 "N-25" 43 59.33768 59.33504 -173.16664 -173.11483 100 11.6 1.9 7 23 204 165.942960133473 114066 0
"1148" 2016 "23/07" "10:03" 94 201601 178 -15780 21740 396.404 503 1 0.536 2.944 17.836 "N-26" 62 59.3342 59.33518 -173.82188 -173.77034 111 11.6 2.8 7 23 204 95.7927664615775 114025 0
"1149" 2016 "23/07" "07:20" 94 201601 177 -15779 21740 588.94 833 2 0.519 2.915 17.531 "N-27" 62 59.3346 59.33421 -174.46395 -174.41288 121 11.3 2.9 7 23 204 163.004559529099 113987 0
"1150" 2016 "22/07" "15:40" 162 201601 181 -15778 21740 1384.271 2155 2 0.508 2.786 18.156 "M-29" 61 59.00259 58.98586 -175.72532 -175.76132 134 10.8 2.6 7 22 203 426.035695741794 121132 0
"1151" 2016 "22/07" "12:52" 162 201601 180 -15777 21740 290.8 576 1 0.496 2.712 17.519 "N-29" 61 59.33364 59.33297 -175.78314 -175.73563 137 11 1.7 7 22 203 121.233735105299 121074 0
"1152" 2016 "22/07" "10:23" 162 201601 179 -15776 21740 577.756 869 2 0.509 2.777 17.663 "N-30" 61 59.33168 59.33458 -176.41302 -176.36469 137 10.8 2.1 7 22 203 177.165611579871 121024 0
"1153" 2016 "22/07" "07:41" 162 201601 178 -15775 21740 1307.603 1791 2 0.497 2.766 18.114 "N-31" 61 59.34868 59.32525 -177.06069 -177.04436 150 10.6 2 7 22 203 357.461313345198 120985 0
"1154" 2016 "22/07" "17:00" 94 201601 176 -15774 21740 834.657 1277 2 0.53 2.853 17.546 "M-26" 61 58.99414 59.01191 -173.70457 -173.74031 117 11.6 3.3 7 22 203 255.100318350015 113936 0
"1155" 2016 "22/07" "14:13" 94 201601 175 -15773 21740 511.206 946 2 0.517 2.777 16.069 "L-26" 61 58.65749 58.67356 -173.66889 -173.63236 126 11.5 3.9 7 22 203 211.995384596043 113882 0
"1156" 2016 "22/07" "10:16" 94 201601 174 -15772 21740 690.713 911 2 0.519 2.893 17.007 "M-27" 61 59.00597 58.99548 -174.38496 -174.33902 127 11.3 3.3 7 22 203 185.157893647867 113839 0
"1157" 2016 "22/07" "07:32" 94 201601 173 -15771 21740 447.91 554 1 0.536 2.982 17.105 "M-28" 61 58.99602 59.01533 -175.01573 -174.97979 130 11 2.7 7 22 203 108.612309146705 113796 0
"1158" 2016 "21/07" "12:41" 94 201601 172 -15770 21740 654.993 1030 2 0.537 2.894 17.707 "N-28" 61 59.34028 59.32256 -175.08863 -175.12581 133 10.9 2.4 7 21 202 200.998913864316 113741 0
"1159" 2016 "21/07" "07:33" 94 201601 171 -15769 21740 413.1 546 1 0.529 2.889 17.744 "O-27" 62 59.67851 59.65765 -174.44671 -174.47725 115 11.9 2.6 7 21 202 106.510781700184 113688 0
"1160" 2016 "21/07" "16:41" 162 201601 177 -15768 21740 323.5 462 1 0.496 2.669 18.232 "O-31" 61 59.70254 59.67863 -177.15027 -177.14572 163 10.8 2.1 7 21 202 94.9421559777143 120930 0
"1161" 2016 "21/07" "13:36" 162 201601 176 -15767 21740 948.838 2917 2 0.498 2.698 17.894 "O-30" 61 59.69214 59.66995 -176.54815 -176.52877 136 11 1.8 7 21 202 604.208806278104 120857 0
"1162" 2016 "21/07" "10:38" 162 201601 175 -15766 21740 339.2 986 1 0.522 2.88 17.929 "P-30" 61 60.01446 59.99108 -176.71263 -176.73487 142 10.7 1.6 7 21 202 190.953824034308 120798 0
"1163" 2016 "21/07" "07:41" 162 201601 174 -15765 21740 474.72 1297 2 0.496 2.609 17.849 "Q-30" 61 60.35076 60.32756 -176.71613 -176.70879 137 10.7 1.5 7 21 202 278.517191650815 120738 0
"1164" 2016 "20/07" "18:51" 162 201601 173 -15764 21740 1007.671 1591 2 0.485 2.665 17.128 "P-32" 61 60.00331 60.00628 -177.84954 -177.89682 141 10.3 1.8 7 20 201 348.550983084652 120672 0
"1165" 2016 "20/07" "16:00" 162 201601 172 -15763 21740 865.155 2467 2 0.494 2.735 17.736 "P-31" 61 60.01601 59.99283 -177.22538 -177.20884 137 10.6 1.7 7 20 201 508.576324380576 120600 0
"1166" 2016 "20/07" "13:10" 162 201601 171 -15762 21740 707.665 1092 2 0.501 2.757 18.06 "Q-31" 61 60.35723 60.33419 -177.38611 -177.36762 149 10.1 1.5 7 20 201 219.31489401186 120537 0
"1167" 2016 "20/07" "10:19" 162 201601 170 -15761 21740 590.6 637 1 0.504 2.757 18.081 "R-31" 61 60.66763 60.67009 -177.55344 -177.50341 148 10.2 1.5 7 20 201 127.785100847019 120481 0
"1168" 2016 "20/07" "07:42" 162 201601 169 -15760 21740 669.88 770 1 0.483 2.673 18.279 "R-32" 61 60.6679 60.66871 -178.21515 -178.16641 162 9.7 2.4 7 20 201 157.593874731331 120444 0
"1169" 2016 "19/07" "16:10" 162 201601 168 -15759 21740 498.76 678 1 0.504 2.786 17.669 "S-31" 90 60.99955 60.99767 -177.60973 -177.66093 135 9.8 1.4 7 19 200 137.732557258451 120386 0
"1170" 2016 "19/07" "13:24" 162 201601 167 -15758 21740 310.3 1153 1 0.489 2.706 18.004 "S-30" 90 61.00264 60.99473 -176.9596 -177.00677 121 10.2 1.5 7 19 200 236.664169069434 120303 0
"1171" 2016 "19/07" "10:15" 162 201601 166 -15757 21740 297.34 412 1 0.505 2.736 18.01 "T-30" 90 61.3335 61.32784 -176.93591 -176.9855 116 10.2 1.4 7 19 200 83.6117686405538 120245 0
"1172" 2016 "19/07" "07:36" 162 201601 165 -15756 21740 201.3 419 1 0.516 2.803 18.02 "T-29" 90 61.33178 61.33034 -176.29919 -176.3513 107 9.9 1.3 7 19 200 82.9537719812647 120173 0
"1173" 2016 "19/07" "15:44" 94 201601 166 -15755 21740 345.56 1031 1 0.548 3.034 17.008 "P-27" 62 60.00109 60.00412 -174.58996 -174.64385 108 11.4 1.7 7 19 200 199.797404269331 113620 0
"1174" 2016 "19/07" "12:45" 94 201601 165 -15754 21740 389.569 1597 2 0.52 2.813 16.464 "Q-27" 62 60.33412 60.31673 -174.73567 -174.69877 102 10.6 1.3 7 19 200 344.825858838787 113556 0
"1175" 2016 "19/07" "10:03" 94 201601 164 -15753 21740 726.661 1713 2 0.533 2.946 16.528 "Q-28" 61 60.34365 60.34387 -175.40035 -175.34716 111 10.2 1.4 7 19 200 351.806870227503 113481 0
"1176" 2016 "19/07" "07:21" 94 201601 163 -15752 21740 708.367 1410 2 0.521 2.897 16.711 "Q-29" 61 60.33477 60.33669 -176.07936 -176.02721 123 9.8 1.7 7 19 200 291.251505031824 113417 0
"1177" 2016 "18/07" "18:14" 94 201601 162 -15672 21740 477.708 1687 2 0.511 2.88 17.286 "R-29" 61 60.67843 60.66904 -176.21289 -176.16391 119 10.6 1.8 7 18 199 338.866070165966 113343 0
"1178" 2016 "18/07" "15:33" 94 201601 161 -15671 21740 476.1 1577 1 0.531 2.835 17.8 "R-30" 61 60.6831 60.65764 -176.80789 -176.80454 129 10.6 1.4 7 18 199 312.506192656005 113252 0
"1179" 2016 "18/07" "11:08" 94 201601 160 -15670 21740 265.892 698 1 0.521 2.865 17.916 "S-29" 90 60.99543 60.99564 -176.26517 -176.31796 112 10 1.5 7 18 199 135.984604516637 113174 0
"1180" 2016 "18/07" "07:07" 94 201601 159 -15669 21740 153.674 379 1 0.519 2.845 17.227 "S-28" 90 61.00045 61.0013 -175.51494 -175.56733 103 10.3 1.2 7 18 199 77.3298709682751 113101 0
"1181" 2016 "17/07" "15:56" 94 201601 158 -15668 21740 322.766 747 1 0.52 2.821 17.265 "R-28" 61 60.66796 60.66888 -175.42856 -175.47997 107 10.4 1.4 7 17 198 153.373713531781 113029 0
"1182" 2016 "17/07" "12:38" 94 201601 157 -15667 21740 490.313 1570 1 0.528 2.897 17.809 "R-27" 41 60.66666 60.66721 -174.79105 -174.84387 97 10.3 1 7 17 198 304.30677627422 112957 0
"1183" 2016 "16/07" "18:08" 94 201601 156 -15666 21740 674.57 1338 1 0.516 2.792 16.479 "R-26" 41 60.66728 60.66922 -174.10485 -174.15563 87 10.3 0.9 7 16 197 290.810341059238 112895 0
"1184" 2016 "16/07" "15:15" 94 201601 155 -15665 21740 2010.924 3079 2 0.521 2.864 16.893 "R-25" 41 60.6514 60.67714 -173.46616 -173.46338 65 10.5 1.4 7 16 197 636.399592968824 112864 0
"1185" 2016 "16/07" "11:57" 94 201601 154 -15664 21740 752.518 1251 1 0.494 2.702 17.168 "Q-26" 43 60.3277 60.34017 -174.08209 -174.04022 90 10.8 1.1 7 16 197 269.682186333964 112816 0
"1186" 2016 "16/07" "09:34" 94 201601 153 -15663 21740 387.374 2112 1 0.491 2.679 16.984 "QP2726" 43 60.15674 60.17915 -174.34879 -174.36644 100 10.2 1.4 7 16 197 464.174436753332 112753 0
"1187" 2016 "16/07" "07:07" 94 201601 152 -15662 21740 342.83 743 1 0.525 2.862 16.553 "P-26" 43 59.98689 60.01079 -173.92622 -173.94523 97 10.5 1.3 7 16 197 156.834812583243 112697 0
"1188" 2016 "17/07" "15:36" 162 201601 164 -15661 21740 383.22 688 1 0.517 2.9 17.845 "T-28" 90 61.32942 61.31368 -175.62033 -175.66341 97 10.5 0.7 7 17 198 132.945575405069 120112 0
"1189" 2016 "17/07" "12:59" 162 201601 163 -15660 21740 420.71 590 1 0.5 2.761 17.561 "T-27" 82 61.31388 61.3336 -174.99378 -175.02503 88 9.8 0.4 7 17 198 121.684808255988 120075 0
"1190" 2016 "17/07" "10:20" 162 201601 162 -15659 21740 237.992 611 1 0.512 2.843 17.731 "S-27" 82 61.00094 61.00293 -174.84918 -174.90142 92 11.1 0.9 7 17 198 121.207954106344 120022 0
"1191" 2016 "17/07" "07:35" 162 201601 161 -15658 21740 381.512 541 1 0.507 2.843 17.352 "S-26" 41 61.0006 60.99545 -174.15233 -174.20364 83 10.8 0.4 7 17 198 109.665712960112 119974 0
"1192" 2016 "16/07" "17:59" 162 201601 160 -15657 21740 353.29 493 1 0.504 2.777 17.244 "T-26" 82 61.34343 61.31944 -174.33326 -174.3188 79 10.4 -1.4 7 16 197 102.951582184139 119935 0
"1193" 2016 "16/07" "15:13" 162 201601 159 -15656 21740 319.265 503 1 0.506 2.781 17.881 "U-26" 82 61.66522 61.6644 -174.47323 -174.4209 77 10 -1.4 7 16 197 101.152167428515 119901 0
"1194" 2016 "16/07" "12:54" 162 201601 158 -15655 21740 298.9 403 1 0.497 2.691 16.79 "U-27" 82 61.66474 61.66737 -175.0806 -175.03024 85 9.8 -1.2 7 16 197 89.1950292473378 119861 0
"1195" 2016 "16/07" "10:11" 162 201601 157 -15654 21740 538.9 2579 1 0.508 2.782 17.446 "U-28" 82 61.66555 61.66569 -175.79644 -175.74407 96 9.9 0.5 7 16 197 531.3716112646 119798 0
"1196" 2016 "16/07" "07:39" 162 201601 156 -15653 21740 281.28 632 1 0.502 2.78 17.95 "U-29" 90 61.66783 61.6666 -176.49527 -176.443 106 9.7 1 7 16 197 126.650768521673 119722 0
"1197" 2016 "15/07" "16:38" 162 201601 155 -15652 21740 713.587 1156 2 0.459 2.544 18.582 "V-28" 82 62.00318 61.9961 -175.81834 -175.86437 92 9.6 -0.5 7 15 196 244.539078529367 119672 0
"1198" 2016 "15/07" "14:06" 162 201601 154 -15651 21740 875.365 1371 1 0.506 2.787 17.66 "V-27" 82 62.00338 62.00146 -175.14757 -175.20046 81 9.3 -1.5 7 15 196 278.554248592295 119637 0
"1199" 2016 "15/07" "10:47" 162 201601 153 -15650 21740 92.866 352 1 0.509 2.824 17.127 "V-26" 82 61.99854 61.99863 -174.48651 -174.54024 74 9.5 -1.4 7 15 196 72.7774229878407 119598 0
"1200" 2016 "15/07" "07:35" 162 201601 152 -15649 21740 246.038 331 1 0.515 2.846 17.363 "V-25" 82 61.99956 61.99953 -173.69897 -173.75312 63 9.7 -1.3 7 15 196 66.9835765579176 119561 0
"1201" 2016 "15/07" "17:54" 94 201601 151 -15648 21740 416.152 1078 2 0.49 2.712 15.248 "PO2726" 62 59.82046 59.84479 -174.24087 -174.24439 108 11.7 2.2 7 15 196 260.685090089672 112633 0
"1202" 2016 "15/07" "15:30" 94 201601 150 -15647 21740 377.356 686 2 0.511 2.797 16.714 "O-26" 62 59.66774 59.68264 -173.84408 -173.88397 104 11.5 2.3 7 15 196 146.740924704836 112581 0
"1203" 2016 "15/07" "12:50" 94 201601 149 -15646 21740 472.798 931 1 0.519 2.848 16.825 "PO2625" 43 59.84253 59.82362 -173.56931 -173.60352 95 11.1 1.2 7 15 196 194.291867706229 112521 0
"1204" 2016 "15/07" "09:42" 94 201601 148 -15645 21740 1769.679 3042 12 0.526 2.818 15.469 "P-25" 43 60.00985 60.00062 -173.29248 -173.24557 75 10.4 1.2 7 15 196 697.840196063273 112490 0
"1205" 2016 "15/07" "07:10" 94 201601 147 -15644 21740 391.588 639 1 0.521 2.88 17.311 "QP2625" 43 60.13342 60.1081 -173.77028 -173.78124 89 10.7 1.1 7 15 196 128.169949742938 112441 0
"1206" 2016 "14/07" "17:27" 94 201601 146 -15643 21740 941.83 1931 2 0.332 1.849 17.061 "Q-25" 43 60.29975 60.28354 -173.37707 -173.38466 63 11 1.2 7 14 195 612.126074893863 112403 0
"1207" 2016 "14/07" "14:18" 94 201601 145 -15642 21740 1441.117 2340 2 0.516 2.879 16.757 "QP2524" 43 60.1632 60.18523 -172.99322 -173.02042 60 12.5 1.4 7 14 195 485.040410602876 112367 0
"1208" 2016 "14/07" "11:43" 94 201601 144 -15641 21740 1569.68 2619 2 0.492 2.691 16.476 "PO2524" 43 59.8172 59.83323 -172.95699 -172.92114 81 12.2 1.2 7 14 195 590.704143698222 112327 0
"1209" 2016 "14/07" "09:30" 94 201601 143 -15640 21740 379.51 779 1 0.519 2.854 16.96 "O-25" 43 59.6575 59.67584 -173.25711 -173.22176 95 11.9 1.3 7 14 195 160.937644616625 112263 0
"1210" 2016 "14/07" "07:07" 94 201601 142 -15639 21740 268.268 758 1 0.523 2.919 17.194 "ON2625" 43 59.49043 59.5066 -173.48431 -173.52481 102 11.4 2.2 7 14 195 151.028249335924 112204 0
"1211" 2016 "10/07" "16:05" 94 201601 126 -15638 21740 113.33 554 1 0.357 1.964 16.778 "I-24" 61 57.64929 57.66696 -172.17851 -172.17823 109 10.8 4.4 7 10 191 168.12337172211 112151 0
"1212" 2016 "10/07" "13:23" 94 201601 125 -15637 21740 80.73 184 1 0.508 2.781 16.669 "H-24" 61 57.32773 57.35275 -172.10177 -172.10293 110 10.4 4.7 7 10 191 39.6923934424801 112095 0
"1213" 2016 "10/07" "10:28" 94 201601 124 -15636 21740 182.594 293 1 0.499 2.721 16.931 "G-24" 61 56.99019 57.01345 -172.03873 -172.02479 117 10.3 4.8 7 10 191 63.5999052817247 112043 0
"1214" 2016 "12/07" "17:39" 94 201601 136 -15635 21740 1736.651 2469 13 0.531 2.786 16.257 "Q-23" 43 60.32428 60.34917 -172.05748 -172.05133 59 11.7 0.4 7 12 193 545.129358600664 112019 0
"1215" 2016 "12/07" "12:04" 94 201601 134 -15634 21740 605.096 1121 2 0.502 2.808 17.187 "P-22" 41 59.93446 59.95954 -171.2959 -171.30211 70 12.4 2.9 7 12 193 232.278189455125 111957 0
"1216" 2016 "12/07" "14:57" 94 201601 135 -15633 21740 1384.453 2433 2 0.508 2.764 17.25 "P-23" 43 59.97842 60.00327 -171.94344 -171.94107 68 11.8 1.8 7 12 193 510.287547977097 111919 0
"1217" 2016 "12/07" "09:46" 94 201601 133 -15632 21740 497.07 1116 2 0.503 2.783 16.136 "O-22" 41 59.65009 59.67488 -171.24113 -171.24819 73 12 3.3 7 12 193 248.516428182939 111850 0
"1218" 2016 "12/07" "07:06" 94 201601 132 -15631 21740 509.79 1617 1 0.524 2.815 16.936 "N-22" 41 59.31434 59.33952 -171.18828 -171.19377 75 11.1 2.5 7 12 193 339.172611801109 111771 0
"1219" 2016 "11/07" "17:49" 94 201601 131 -15630 21740 1110.054 2758 2 0.51 2.852 16.925 "O-23" 43 59.6515 59.67675 -171.89753 -171.90656 78 11.7 2.6 7 11 192 571.368196875498 111709 0
"1220" 2016 "11/07" "15:11" 94 201601 130 -15629 21740 444.045 1598 2 0.514 2.831 16.975 "N-23" 43 59.32245 59.34791 -171.82215 -171.82045 80 11.7 2.8 7 11 192 332.527159592748 111639 0
"1221" 2016 "11/07" "12:29" 94 201601 129 -15628 21740 706.54 2077 1 0.526 2.83 17.556 "M-23" 41 58.98438 59.00984 -171.77906 -171.78018 87 11.4 2.2 7 11 192 418.046400936488 111561 0
"1222" 2016 "11/07" "09:53" 94 201601 128 -15627 21740 396.54 1115 1 0.513 2.829 17.408 "L-23" 41 58.6524 58.67778 -171.7177 -171.72124 93 11.4 1.9 7 11 192 226.408663942778 111489 0
"1223" 2016 "11/07" "07:12" 94 201601 127 -15626 21740 361.568 544 1 0.519 2.844 17.299 "K-23" 41 58.31747 58.34298 -171.64898 -171.65299 96 11.2 3 7 11 192 110.57280044073 111432 0
"1224" 2016 "10/07" "07:06" 94 201601 123 -15625 21740 205.19 236 1 0.524 2.866 17.459 "F-24" 61 56.65712 56.67314 -171.94788 -171.98445 127 10.2 4.7 7 10 191 47.1646321856167 111401 0
"1225" 2016 "13/07" "16:39" 94 201601 141 -15624 21740 340.298 718 1 0.526 2.882 17.518 "ON2524" 43 59.51067 59.49329 -172.86026 -172.89794 94 11.7 1.4 7 13 194 142.215176870916 111353 0
"1226" 2016 "13/07" "14:17" 94 201601 140 -15623 21740 724.785 1168 2 0.511 2.843 17.377 "O-24" 43 59.67063 59.66815 -172.53383 -172.5839 85 11.3 1.3 7 13 194 236.42379377967 111316 0
"1227" 2016 "13/07" "11:59" 94 201601 139 -15622 21740 930.876 2151 2 0.518 2.947 16.507 "PO2423" 43 59.84794 59.82484 -172.26119 -172.23545 76 12.3 2 7 13 194 442.17290136282 111258 0
"1228" 2016 "13/07" "09:42" 94 201601 138 -15621 21740 2597.873 4378 2 0.523 2.828 16.219 "P-24" 43 60.00011 59.9786 -172.61597 -172.58896 67 11.1 1.6 7 13 194 954.491968270576 111224 0
"1229" 2016 "13/07" "07:08" 94 201601 137 -15620 21740 674.219 1061 2 0.516 2.789 16.363 "QP2423" 43 60.17612 60.16304 -172.30696 -172.34973 58 11 1.5 7 13 194 232.489818928997 111190 0
"1230" 2016 "14/07" "18:03" 162 201601 151 -15619 21740 187.85 276 1 0.508 2.779 17.258 "U-25" 82 61.65301 61.67794 -173.66185 -173.65768 71 11.9 -1.2 7 14 195 57.547978229016 119527 0
"1231" 2016 "14/07" "15:24" 162 201601 150 -15618 21740 319.676 463 1 0.515 2.821 17.229 "T-25" 82 61.31783 61.34316 -173.58192 -173.57825 74 12.7 -1.3 7 14 195 95.2615917257304 119490 0
"1232" 2016 "14/07" "12:54" 162 201601 149 -15617 21740 825.425 1191 2 0.517 2.859 17.314 "S-25" 41 60.994 61.00752 -173.46778 -173.51259 75 12.6 -0.9 7 14 195 240.602531768928 119450 0
"1233" 2016 "14/07" "10:24" 162 201601 148 -15616 21740 230.275 244 1 0.496 2.761 18.788 "S-24" 41 60.98435 61.00609 -172.79865 -172.8233 67 12.9 -1.1 7 14 195 47.0373523615103 119411 0
"1234" 2016 "14/07" "07:39" 162 201601 147 -15615 21740 636.109 890 2 0.526 2.983 15.763 "R-24" 41 60.64473 60.66571 -172.71795 -172.75185 45 8.8 3.9 7 14 195 189.277014758652 119363 0
"1235" 2016 "13/07" "18:09" 162 201601 146 -15614 21740 368.93 494 1 0.512 2.784 16.898 "R-23" 41 60.68412 60.65921 -172.11578 -172.11038 61 12.2 -0.7 7 13 194 105.008006116483 119327 0
"1236" 2016 "13/07" "15:26" 162 201601 145 -15613 21740 676.73 772 1 0.504 2.768 17.046 "S-23" 41 61.00056 61.00535 -172.11071 -172.16077 64 14.1 -0.8 7 13 194 163.617114926696 119287 0
